date,avg_temp_f,min_temp_f,max_temp_f,precipitation_in
,42.1,33.9,50.4,9.59
,47.2,39.5,54.9,10.39
,34.2,27.3,41.0,5.23
,41.3,34.6,48.1,8.32
,45.3,38.5,52.1,19.54
,51.6,43.1,60.0,9.01
,58.5,48.3,68.7,4.34
,60.5,50.0,70.9,3.46
,58.4,48.4,68.4,0.49
,53.9,43.8,63.9,2.32
,48.6,40.4,56.8,4.04
,46.6,37.5,55.8,8.69
,40.7,32.4,49.1,8.22
,41.5,34.3,48.6,7.03
,37.0,30.2,43.9,7.50
,39.0,33.7,44.3,15.50
,40.4,32.0,48.8,10.65
,49.7,40.7,58.6,10.07
,56.3,45.5,67.1,2.08
,61.9,51.5,72.3,1.63
,61.6,51.3,71.9,0.72
,57.5,46.0,68.9,1.31
,51.3,41.7,60.9,3.61
,45.3,37.3,53.4,6.56
,43.3,36.1,50.5,15.21
,43.6,38.3,49.0,25.86
,43.6,36.8,50.4,13.68
,39.7,33.3,46.2,7.61
,43.4,36.5,50.3,19.36
,51.8,43.7,59.8,9.79
,57.6,46.0,69.3,1.79
,60.0,50.6,69.4,3.36
,58.7,46.5,70.8,0.04
,55.4,45.5,65.3,1.86
,49.6,40.3,58.8,7.50
,47.0,38.3,55.7,8.55
,42.3,34.8,49.8,11.12
,40.8,33.6,47.9,11.90
,36.8,31.5,42.0,11.12
,39.4,32.6,46.1,10.38
,43.2,34.5,51.8,13.01
,51.7,43.3,60.0,8.59
,56.5,47.5,65.4,8.20
,59.3,48.5,70.1,1.12
,60.2,48.8,71.6,1.33
,56.2,47.1,65.2,4.55
,50.9,39.9,61.8,4.37
,47.7,38.6,56.9,6.47
,42.7,35.2,50.2,11.21
,40.3,34.3,46.3,8.61
,40.5,35.4,45.6,18.77
,44.6,39.5,49.6,14.10
,43.0,36.4,49.7,18.94
,53.0,43.1,63.0,7.93
,58.8,47.7,69.8,2.36
,62.4,50.5,74.2,0.54
,63.3,52.5,74.1,0.13
,59.9,50.8,69.0,4.34
,54.4,43.8,64.9,1.76
,46.8,37.0,56.6,9.69
