date,avg_temp_f,min_temp_f,max_temp_f,precipitation_in
,44.3,38.3,50.3,11.02
,41.3,35.9,46.7,9.71
,38.7,33.0,44.5,13.95
,41.0,33.6,48.3,7.52
,52.0,43.3,60.6,7.10
,59.9,49.4,70.3,3.76
,62.9,51.1,74.7,1.21
,61.3,50.2,72.4,0.88
,60.2,48.5,71.8,1.73
,52.6,41.0,64.3,0.69
,44.5,34.2,54.8,6.39
,42.6,33.6,51.7,5.75
,40.0,33.2,46.8,10.06
,36.0,31.0,41.0,10.79
,40.0,35.1,45.0,13.18
,45.1,37.1,53.1,7.52
,50.0,40.3,59.6,7.75
,60.2,48.4,72.0,3.47
,66.6,52.9,80.3,0.26
,61.3,50.1,72.6,0.36
,56.3,46.7,66.0,3.75
,52.1,42.6,61.7,2.82
,47.9,38.5,57.2,4.63
,45.7,35.5,56.0,4.66
,41.9,33.9,49.9,7.22
,41.4,33.7,49.1,2.68
,41.2,35.7,46.8,11.31
,44.8,39.0,50.5,10.17
,52.4,40.5,64.3,1.81
,59.1,47.7,70.6,1.83
,60.7,49.0,72.3,0.62
,63.4,51.4,75.5,0.38
,55.1,46.4,63.9,2.13
,52.5,42.4,62.6,1.52
,49.4,38.6,60.2,4.46
,42.6,35.3,49.9,5.55
,41.2,34.3,48.0,6.82
,33.6,27.1,40.0,9.20
,42.3,37.1,47.5,9.75
,42.2,34.7,49.6,4.53
,54.1,45.8,62.5,6.97
,62.0,51.3,72.8,2.42
,62.9,51.9,73.9,1.39
,64.0,51.2,76.8,0.65
,58.4,45.9,70.9,0.91
,54.6,43.4,65.8,2.61
,47.9,39.0,56.8,4.07
,46.4,36.5,56.2,3.32
,38.8,33.4,44.2,10.33
,30.2,24.1,36.4,2.60
,34.3,28.7,39.8,4.80
,37.9,30.5,45.3,5.42
,53.0,41.7,64.2,1.31
,58.3,50.3,66.2,5.51
,63.1,52.3,74.0,2.67
,64.1,52.2,75.9,1.36
,60.9,49.5,72.4,1.89
,51.7,41.8,61.6,3.73
,48.0,39.5,56.6,5.01
,46.7,37.6,55.8,3.42
,43.8,38.2,49.4,5.18
,40.2,36.0,44.4,6.83
,40.7,35.8,45.5,13.90
,41.3,35.0,47.5,9.16
,50.8,41.2,60.5,3.45
,57.8,49.0,66.5,5.10
,66.6,53.9,79.2,3.83
,60.8,48.7,73.0,0.67
,59.0,47.4,70.5,1.06
,49.8,40.4,59.3,4.19
,49.3,37.3,61.2,1.21
,41.5,33.9,49.0,8.14
,43.1,34.1,52.0,3.89
,35.3,27.3,43.2,1.50
,38.3,32.3,44.4,2.52
