date,avg_temp_f,min_temp_f,max_temp_f,precipitation_in
,44.9,38.6,51.2,18.56
,43.9,38.1,49.7,22.10
,45.3,37.4,53.2,8.67
,53.4,44.8,61.9,8.69
,63.4,51.8,75.0,3.20
,62.4,50.2,74.5,0.53
,62.5,50.6,74.3,0.98
,59.3,48.0,70.7,1.03
,54.0,44.6,63.5,6.55
,48.4,38.6,58.3,3.39
,45.0,38.7,51.2,17.45
,44.4,37.9,50.9,12.06
,37.2,31.0,43.3,8.62
,41.5,35.2,47.8,11.64
,44.5,36.6,52.4,2.71
,52.5,43.4,61.6,15.62
,60.5,48.8,72.1,1.55
,63.3,51.0,75.7,0.19
,63.8,51.9,75.7,0.10
,56.9,46.2,67.6,1.90
,53.0,43.1,62.8,3.34
,47.6,38.0,57.2,0.88
,42.8,35.0,50.6,7.39
,38.9,32.3,45.6,16.42
,42.0,36.6,47.4,27.66
,43.6,38.8,48.4,33.53
,44.9,39.1,50.7,12.08
,53.0,44.6,61.4,9.22
,60.1,48.1,72.1,3.09
,61.2,49.1,73.4,0.03
,61.0,49.8,72.2,0.73
,56.3,45.4,67.3,0.73
,50.6,39.9,61.3,0.83
,42.9,34.7,51.1,12.11
,42.3,34.3,50.2,9.73
,40.4,33.3,47.6,6.66
,40.1,33.8,46.4,10.10
,42.6,36.2,49.0,17.33
,48.8,42.3,55.4,9.35
,53.8,43.4,64.3,4.64
,61.1,50.5,71.6,3.07
,62.4,51.7,73.2,2.44
,61.4,50.0,72.9,0.64
,55.3,45.3,65.2,4.34
,52.6,41.7,63.5,0.70
,48.0,38.4,57.6,5.50
,43.6,35.2,51.9,8.94
,45.0,37.6,52.4,8.52
,41.4,36.1,46.6,25.33
,43.7,37.8,49.6,12.73
,48.4,42.6,54.3,20.80
,54.4,44.8,64.1,6.34
,63.3,52.2,74.3,1.77
,63.7,52.4,74.9,3.19
,62.7,50.5,74.9,0.03
,55.6,45.6,65.6,2.89
,50.8,41.1,60.5,10.42
,46.5,37.1,55.8,6.90
,42.4,34.4,50.5,12.43
,43.3,35.8,50.7,11.85
,45.7,41.1,50.4,32.30
,42.6,37.7,47.5,21.18
,43.2,33.9,52.5,4.42
,55.2,45.7,64.7,1.05
,61.8,50.4,73.3,0.67
,62.7,50.8,74.6,0.05
,64.0,51.4,76.6,0.05
,55.5,45.9,65.1,2.86
,52.6,42.2,63.0,1.75
,47.5,37.5,57.4,2.83
,41.2,33.7,48.7,9.49
,42.3,35.4,49.1,11.71
,38.3,33.4,43.2,19.76
,40.7,35.2,46.3,18.57
,47.4,40.1,54.8,16.13
,53.8,45.5,62.0,12.96
,61.8,49.8,73.8,2.55
,63.6,50.4,76.9,0.56
,63.4,51.3,75.4,0.01
,59.2,45.9,72.4,0.03
,53.3,43.1,63.4,3.85
,48.9,38.5,59.3,2.67
,41.3,32.2,50.4,9.23
,43.4,37.3,49.6,13.59
,41.0,35.6,46.3,20.84
,48.0,43.7,52.3,16.10
,48.7,42.0,55.4,13.95
,54.1,47.6,60.5,24.73
,60.5,49.3,71.6,1.95
,64.8,51.1,78.6,0.34
,64.4,50.8,78.1,0.06
,57.8,47.7,68.0,1.97
,51.7,39.6,63.8,2.40
,46.7,36.5,56.9,4.36
,42.6,35.5,49.7,15.28
,42.4,35.7,49.1,11.51
,35.6,31.1,40.1,29.17
,40.5,34.8,46.1,10.72
,49.5,41.5,57.5,8.38
,50.6,40.8,60.5,5.23
,61.5,50.4,72.6,1.31
,62.8,50.1,75.5,0.20
,62.6,49.7,75.6,0.11
,58.6,45.7,71.6,0.34
,54.2,44.5,63.9,7.68
,49.6,39.3,59.9,1.74
,44.1,37.5,50.6,10.98
,39.5,34.0,45.0,18.92
,33.7,25.7,41.6,2.85
,37.6,32.6,42.7,17.39
,43.8,37.0,50.5,10.94
,52.8,44.6,61.0,4.15
,59.9,49.1,70.7,2.63
,62.6,51.2,73.9,1.20
,62.4,50.8,74.0,1.24
,59.5,49.3,69.7,1.38
,50.7,42.7,58.8,7.82
,43.2,36.8,49.6,15.90
,41.4,34.3,48.4,10.25
,40.0,33.2,46.9,16.13
,41.0,33.6,48.2,15.79
,42.8,37.2,48.4,8.38
,45.7,39.2,52.2,5.60
,54.8,49.3,60.4,17.12
,61.3,49.8,72.7,1.09
,62.0,51.2,72.9,0.66
,62.3,52.4,72.2,2.32
,57.2,47.8,66.6,7.87
,56.2,43.7,68.7,0.59
,50.8,40.6,61.0,3.90
,47.2,38.8,55.5,12.72
,46.2,39.0,53.4,4.59
,37.9,31.6,44.2,8.74
,43.3,37.9,48.7,7.04
,43.4,36.6,50.2,18.61
,50.9,42.8,59.0,7.70
,59.8,47.9,71.8,1.45
,63.7,51.3,76.1,0.13
,64.1,51.9,76.3,0.33
,56.8,46.7,66.8,1.64
,54.8,43.2,66.4,1.85
,48.2,38.7,57.6,3.43
,43.3,36.3,50.3,11.54
,41.7,35.4,48.0,11.31
,40.9,34.5,47.2,13.36
,44.0,39.2,48.7,22.30
,45.7,40.5,50.8,23.30
,53.6,44.1,63.1,5.63
,61.6,48.9,74.4,1.82
,63.9,51.2,76.6,0.29
,65.3,50.6,79.9,0.22
,58.7,45.1,72.3,0.55
,53.6,45.1,62.0,5.80
,47.4,38.0,56.8,6.80
,42.0,35.5,48.4,15.55
,44.0,37.8,50.1,17.05
,42.9,37.4,48.3,9.93
,43.5,38.3,48.6,7.89
,44.4,38.6,50.2,15.21
,56.0,46.6,65.5,4.65
,62.0,49.5,74.4,1.69
,63.4,49.9,76.9,0.41
,63.5,51.3,75.8,0.25
,56.4,46.6,66.1,2.43
,52.5,41.6,63.4,4.47
,45.8,38.0,53.4,8.08
,44.0,33.6,54.4,5.86
,41.8,34.9,48.7,9.15
,40.9,34.3,47.6,8.65
,42.1,35.5,48.7,4.34
,47.1,40.2,53.9,9.97
,53.5,45.9,61.1,11.12
,64.5,51.3,77.7,0.21
,62.3,50.4,74.1,1.53
,62.9,51.0,74.8,0.29
,56.0,46.4,65.6,3.44
,52.4,41.0,63.8,4.20
,49.3,40.4,58.2,7.37
,45.7,37.1,54.3,11.14
,45.0,36.6,53.4,5.79
,39.3,32.9,45.8,15.81
,44.0,39.7,48.4,30.52
,45.9,40.3,51.6,27.02
,54.2,44.4,64.1,3.67
,60.9,48.6,73.2,0.63
,65.6,52.7,78.6,0.02
,65.3,53.9,76.6,0.43
,57.3,46.4,68.2,1.85
,51.4,42.6,60.2,9.02
,47.5,38.7,56.2,6.57
,43.4,33.8,53.1,4.71
,42.0,34.3,49.6,12.13
,42.1,36.4,47.9,12.63
,43.4,38.2,48.6,24.58
,48.2,41.6,54.8,13.60
,53.1,44.4,61.8,4.13
,58.6,49.2,68.0,3.95
,63.4,52.9,74.0,0.86
,65.5,53.8,77.2,0.22
,58.1,47.8,68.4,3.46
,53.9,44.2,63.6,6.04
,48.9,39.1,58.7,6.61
,47.9,37.4,58.3,4.76
,46.7,40.0,53.3,8.47
,44.0,38.6,49.3,18.10
,43.7,37.9,49.6,20.57
,45.4,39.6,51.2,8.61
,55.9,48.6,63.2,8.70
,61.2,53.4,68.9,3.69
,65.4,51.1,79.6,0.05
,63.5,51.8,75.1,0.26
,60.8,47.4,74.2,0.39
,55.8,44.4,67.3,4.64
,50.1,41.0,59.2,4.45
,46.9,38.5,55.4,11.67
,45.5,40.7,50.2,24.60
,43.4,37.8,49.1,10.12
,45.9,40.9,50.8,23.42
,46.6,38.4,54.8,1.62
,55.0,45.6,64.3,5.29
,62.7,50.2,75.2,0.34
,65.4,51.9,78.9,1.13
,64.7,52.4,77.0,0.81
,57.2,45.7,68.6,1.86
,54.5,43.4,65.6,2.21
,51.8,39.1,64.4,0.88
,45.4,35.9,54.9,8.46
,39.8,33.5,46.1,12.48
,41.2,35.7,46.7,12.65
,43.2,37.5,48.8,8.77
,43.0,36.1,50.0,10.60
,53.3,43.9,62.6,5.06
,62.4,50.6,74.1,1.29
,62.6,47.8,77.3,0.01
,64.6,50.9,78.2,0.16
,58.7,46.4,71.0,0.14
,53.0,41.3,64.8,0.71
,48.2,39.9,56.6,5.10
,42.0,35.8,48.1,29.31
,41.7,36.1,47.4,22.85
,42.7,37.1,48.3,15.31
,45.5,40.1,50.8,11.01
,48.2,43.6,52.7,27.03
,56.3,47.5,65.1,7.42
,61.6,50.5,72.8,1.72
,63.3,49.4,77.2,0.44
,63.9,51.5,76.3,0.08
,58.7,48.8,68.6,7.67
,52.6,41.8,63.4,5.07
,45.0,37.0,53.1,14.11
,44.6,38.1,51.0,12.40
,39.5,34.1,44.8,15.13
,32.6,27.0,38.2,14.63
,41.6,35.9,47.3,11.76
,43.8,32.6,55.0,0.46
,55.7,42.6,68.8,0.18
,61.0,47.4,74.5,0.55
,64.1,50.4,77.7,0.00
,63.9,52.3,75.4,0.61
,59.4,49.5,69.4,2.10
,54.7,43.6,65.8,5.79
,49.1,39.7,58.5,4.58
,43.8,34.7,52.8,4.78
,42.7,36.8,48.6,11.97
,43.1,37.9,48.2,23.82
,42.4,36.0,48.8,12.89
,43.2,35.4,51.0,5.82
,52.1,43.2,61.0,8.28
,62.6,49.6,75.7,1.68
,63.8,49.1,78.5,0.28
,62.1,49.6,74.6,0.36
,58.6,46.1,71.2,0.63
,52.2,39.4,64.9,0.48
,47.5,38.2,56.8,6.88
,40.8,32.5,48.9,11.20
,44.7,37.6,51.9,7.79
,39.9,34.5,45.2,13.38
,44.1,38.2,50.1,15.62
,48.3,43.4,53.2,18.50
,54.6,45.7,63.6,10.89
,60.7,47.1,74.3,1.31
,64.4,52.0,76.9,0.21
,62.8,50.7,74.9,0.13
,58.2,46.0,70.4,0.91
,55.6,45.8,65.4,2.86
,51.7,41.5,61.8,5.12
,51.6,42.3,60.8,5.47
,46.8,39.1,54.6,5.20
,45.7,39.9,51.5,14.58
,45.1,40.6,49.6,16.76
,46.5,37.1,55.9,1.67
,54.6,44.3,64.8,4.87
,58.2,48.0,68.3,3.31
,64.1,50.9,77.2,0.36
,62.6,49.5,75.7,0.00
,56.9,46.8,67.0,3.13
,48.0,40.2,55.7,11.02
,47.5,36.9,58.0,2.93
,43.0,36.4,49.6,13.39
,39.5,32.7,46.3,9.22
,38.2,32.7,43.8,19.43
,38.1,31.8,44.4,14.14
,48.8,42.4,55.1,13.27
,53.4,43.0,63.7,3.37
,61.5,47.1,75.8,0.03
,63.1,49.9,76.4,0.11
,61.7,49.3,74.1,0.69
,58.5,46.4,70.6,0.41
,52.0,42.3,61.6,3.93
,46.7,37.8,55.5,7.95
,45.7,38.3,53.2,13.62
,41.1,33.3,48.9,5.10
,38.5,33.0,43.9,13.62
,39.8,34.9,44.7,20.28
,42.5,35.2,49.8,13.62
,53.3,43.9,62.6,6.98
,60.6,48.5,72.7,2.24
,62.9,48.8,77.0,0.01
,65.0,51.4,78.6,0.01
,58.1,47.7,68.4,4.91
,56.6,44.0,69.3,0.49
,50.4,39.4,61.5,4.89
,46.3,38.3,54.2,12.89
,44.4,36.4,52.4,5.95
,43.0,37.0,49.2,9.58
,40.9,34.5,47.2,6.70
,46.1,37.6,54.6,6.37
,53.8,43.0,64.5,1.96
,60.2,50.3,70.0,3.93
,64.8,52.1,77.5,0.11
,62.6,48.9,76.2,0.00
,56.7,44.7,68.7,0.81
,49.9,39.4,60.4,3.74
,49.6,40.3,58.8,6.25
,47.1,36.5,57.7,3.48
,44.8,38.8,50.8,11.58
,35.9,30.4,41.3,10.99
,44.1,38.9,49.3,19.17
,46.3,35.4,57.2,0.43
,54.2,43.0,65.5,1.98
,59.6,45.4,73.8,0.02
,64.0,50.1,78.0,0.05
,62.8,49.3,76.3,0.02
,56.8,46.4,67.1,4.02
,52.3,40.0,64.7,1.22
,44.2,36.6,51.8,8.94
,43.5,35.5,51.5,5.88
,39.2,29.6,48.8,2.44
,37.8,32.3,43.2,11.12
,40.4,34.5,46.2,12.33
,45.1,39.4,50.8,9.59
,52.1,43.5,60.8,4.71
,60.6,48.8,72.4,1.70
,62.9,49.6,76.2,0.03
,63.4,51.2,75.5,0.29
,57.6,47.0,68.1,0.68
,54.4,42.5,66.2,0.64
,47.2,39.0,55.5,10.31
,47.5,40.6,54.5,15.00
,44.0,35.6,52.3,5.97
,42.7,37.5,47.9,12.02
,39.3,32.9,45.7,7.88
,47.0,41.6,52.4,16.19
,53.8,43.4,64.3,3.46
,60.9,50.3,71.5,4.50
,63.4,51.0,75.9,0.16
,63.0,50.5,75.6,0.03
,58.1,48.0,68.2,1.00
,50.5,40.7,60.3,3.67
,45.9,37.0,54.8,4.90
,42.7,34.8,50.5,9.03
,42.6,36.0,49.2,19.45
,41.6,36.2,46.9,16.55
,41.1,35.7,46.4,12.91
,49.6,43.9,55.3,22.96
,55.6,45.9,65.3,10.83
,58.9,45.9,71.8,1.43
,64.1,52.1,76.1,2.19
,64.8,51.2,78.4,0.02
,59.8,45.0,74.6,0.08
,54.4,42.4,66.4,5.24
,53.3,42.6,63.9,3.36
,49.2,37.3,61.0,0.47
,47.0,39.9,54.1,16.80
,41.6,35.9,47.3,9.64
,42.3,37.4,47.1,8.53
,45.3,39.2,51.3,9.00
,52.3,40.6,64.0,0.29
,59.6,50.2,69.0,3.19
,62.9,49.8,76.0,0.58
,64.9,52.3,77.6,0.03
,59.0,46.4,71.6,1.66
,54.0,43.7,64.3,3.82
,48.2,39.6,56.9,8.68
,45.2,35.5,54.8,4.82
,45.1,39.4,50.8,12.98
,42.6,39.0,46.1,14.45
,37.8,31.9,43.6,11.16
,45.5,39.8,51.2,14.44
,52.4,44.1,60.8,16.88
,60.4,47.8,72.9,2.44
,63.5,51.3,75.7,0.84
,62.9,48.9,77.0,0.04
,58.4,45.7,71.1,0.48
,55.4,42.7,68.1,0.53
,50.3,37.4,63.2,1.61
,42.3,33.2,51.4,3.52
,44.7,38.0,51.5,6.71
,40.2,32.8,47.6,5.72
,40.6,33.0,48.2,9.05
,46.8,38.7,54.8,4.71
,52.7,43.5,61.9,5.06
,62.6,50.4,74.8,2.04
,65.4,52.6,78.2,0.15
,63.7,52.9,74.4,0.35
,55.7,46.6,64.7,1.50
,51.3,41.8,60.8,4.00
,48.0,38.7,57.4,5.96
,44.0,33.7,54.2,3.41
,41.8,32.6,51.0,2.90
,40.3,35.7,44.9,14.00
,41.0,36.0,45.8,15.65
,43.4,35.6,51.1,5.77
,54.1,45.6,62.5,7.24
,62.4,49.0,75.8,1.95
,62.8,50.5,75.1,0.93
,63.1,50.2,75.9,0.00
,58.4,46.6,70.3,0.66
,51.5,40.4,62.6,2.92
,43.6,34.0,53.2,5.46
,41.1,34.1,48.1,17.01
,39.0,32.9,45.1,15.12
,37.4,30.4,44.4,9.94
,40.9,35.0,46.7,6.78
,47.3,40.7,53.9,17.74
,54.4,45.1,63.6,6.53
,59.8,46.5,73.1,2.31
,62.5,50.4,74.6,0.10
,61.6,48.6,74.7,0.00
,58.3,48.5,68.0,2.21
,50.8,41.4,60.2,4.69
,45.8,37.4,54.2,5.14
,45.0,38.3,51.8,7.23
,42.8,37.1,48.6,13.78
,40.0,34.9,45.1,18.05
,40.9,36.3,45.5,19.22
,44.5,37.7,51.3,13.12
,52.0,44.4,59.7,8.48
,59.4,50.4,68.5,6.55
,64.7,51.0,78.4,0.89
,62.3,50.3,74.2,0.44
,57.1,45.6,68.6,5.12
,49.3,36.6,62.0,0.84
,44.8,35.8,53.8,7.03
,41.3,34.1,48.6,9.37
,41.1,31.5,50.8,1.70
,42.0,34.9,49.1,6.70
,39.8,33.9,45.6,11.99
,42.6,36.2,49.0,9.41
,49.8,40.0,59.4,2.83
,60.6,49.6,71.6,3.70
,63.9,50.5,77.3,0.10
,62.7,49.4,76.0,0.01
,55.7,42.7,68.7,0.81
,51.8,40.0,63.7,3.71
,48.1,38.4,57.8,8.27
,42.9,35.4,50.4,11.57
,40.0,35.5,44.6,16.95
,40.9,34.4,47.4,16.69
,39.6,33.4,45.9,8.54
,44.6,38.9,50.4,9.02
,55.5,46.8,64.2,2.76
,62.3,52.4,72.2,1.76
,64.2,50.7,77.6,1.29
,61.8,49.2,74.4,0.42
,61.2,46.4,76.0,0.05
,50.2,38.4,62.0,1.24
,47.6,36.0,59.2,3.32
,43.6,35.7,51.4,10.45
,41.0,34.7,47.4,13.75
,43.1,37.8,48.4,10.52
,45.6,40.9,50.3,11.66
,47.5,40.5,54.6,16.66
,54.6,41.2,67.9,0.01
,61.1,49.6,72.7,1.86
,62.7,49.8,75.6,0.00
,63.8,50.0,77.6,0.03
,55.8,42.9,68.8,0.22
,49.3,40.0,58.6,3.87
,45.2,37.3,53.0,7.90
,38.4,31.6,45.3,12.78
,39.6,32.8,46.4,9.79
,37.0,29.8,44.1,7.96
,37.4,32.4,42.3,11.17
,42.2,34.1,50.2,11.16
,50.3,38.1,62.5,1.02
,61.3,49.6,73.0,1.12
,63.6,50.6,76.5,0.23
,60.2,49.2,71.2,2.21
,55.6,43.9,67.3,2.27
,49.3,39.0,59.7,4.21
,47.7,37.4,58.0,6.18
,44.7,36.9,52.5,16.15
,45.4,39.3,51.4,14.13
,34.8,31.8,37.9,19.72
,41.4,37.5,45.2,12.17
,44.6,39.2,49.9,16.06
,53.4,42.0,64.8,1.83
,58.5,46.4,70.6,0.58
,64.4,52.2,76.7,0.01
,61.8,51.0,72.6,1.36
,56.0,45.0,67.1,0.52
,51.2,43.0,59.3,8.38
,49.4,40.2,58.6,4.26
,47.4,39.0,55.8,5.98
,42.8,37.4,48.1,14.14
,41.4,35.6,47.2,14.38
,38.8,32.7,44.8,13.29
,45.7,38.1,53.3,7.12
,53.8,45.0,62.6,9.00
,58.5,49.0,68.1,7.36
,62.9,50.1,75.7,0.04
,63.6,50.6,76.5,0.09
,55.6,45.8,65.5,3.32
,54.2,42.6,65.9,2.34
,49.1,39.9,58.3,8.55
,47.4,38.3,56.4,7.39
,42.8,35.1,50.5,8.08
,42.3,37.4,47.2,27.03
,41.7,36.3,47.0,10.67
,46.1,41.0,51.1,13.95
,54.6,44.0,65.2,4.47
,60.9,47.4,74.4,3.52
,66.0,53.5,78.4,0.33
,62.0,52.5,71.4,1.62
,56.7,47.7,65.7,4.04
,52.4,41.5,63.3,3.62
,46.2,37.0,55.4,8.34
,42.9,35.7,50.2,8.41
,39.8,31.1,48.5,2.77
,37.2,32.9,41.5,16.57
,40.6,35.0,46.2,12.79
,45.5,40.7,50.4,14.57
,49.3,40.6,58.0,5.76
,59.5,50.0,69.1,5.54
,61.7,51.0,72.4,1.34
,62.1,51.4,72.8,0.21
,57.1,47.4,66.8,4.17
,51.8,41.8,61.6,5.54
,44.6,36.8,52.4,10.55
,42.2,33.6,50.7,7.77
,44.8,39.5,50.1,14.24
,43.8,39.4,48.2,19.05
,39.4,34.1,44.6,10.47
,44.5,37.6,51.3,8.68
,52.4,42.3,62.6,3.15
,57.1,48.1,66.2,2.79
,62.0,48.6,75.4,0.02
,65.1,51.1,79.1,0.04
,55.4,44.8,66.0,0.96
,49.1,39.8,58.4,6.54
,44.8,34.9,54.7,6.12
,47.0,34.3,59.7,4.32
,37.9,31.4,44.4,7.60
,38.0,33.1,42.8,15.43
,43.1,38.6,47.7,9.29
,45.4,39.7,51.0,23.03
,55.2,45.7,64.6,4.97
,58.4,46.9,69.9,0.82
,60.9,47.3,74.4,0.03
,65.0,51.8,78.2,0.03
,55.4,44.8,66.0,1.17
,55.5,43.8,67.3,1.83
,51.1,39.9,62.3,3.96
,49.0,39.4,58.6,4.39
,40.7,35.6,45.7,11.22
,38.8,33.7,44.0,12.85
,38.3,32.5,44.0,10.85
,46.2,41.7,50.6,25.37
,54.0,46.4,61.6,10.49
,61.3,50.7,71.8,2.04
,62.5,49.0,76.0,0.15
,61.1,50.5,71.6,1.00
,57.1,45.9,68.4,1.32
,49.9,38.5,61.3,3.52
,47.7,35.1,60.2,1.27
,44.1,36.1,52.1,7.91
,42.2,38.5,45.9,20.07
,40.7,35.6,45.7,31.97
,40.8,35.4,46.2,8.70
,47.6,40.6,54.5,9.47
,51.3,43.0,59.6,9.12
,59.7,47.5,71.9,0.63
,60.9,48.6,73.2,0.43
,65.0,53.1,77.0,0.06
,55.3,44.0,66.5,1.70
,48.5,39.6,57.4,5.54
,48.2,37.8,58.5,4.16
,43.0,34.6,51.4,7.35
,43.1,37.0,49.2,14.75
,43.3,38.3,48.3,10.45
,44.8,41.0,48.6,25.82
,46.0,39.5,52.5,7.37
,57.0,49.2,64.8,3.38
,59.7,48.9,70.4,2.56
,61.1,49.6,72.6,2.01
,63.5,52.2,74.8,0.14
,56.9,47.5,66.3,3.61
,53.0,43.4,62.5,4.44
,49.2,40.3,58.0,7.41
,42.2,36.1,48.3,16.02
,47.5,42.1,52.9,18.31
,39.5,34.9,44.1,21.84
,43.7,39.8,47.6,14.83
,45.9,40.6,51.2,12.51
,53.6,43.9,63.4,3.42
,60.8,50.9,70.7,3.66
,62.7,50.6,74.8,0.04
,66.2,55.0,77.4,0.00
,55.8,46.5,65.1,4.80
,51.5,42.5,60.5,8.66
,49.2,39.2,59.2,4.72
,44.0,37.2,50.8,10.61
,44.6,38.8,50.3,14.98
,41.7,37.4,46.1,14.34
,40.6,35.1,46.1,10.32
,43.0,33.8,52.1,7.53
,52.2,42.6,61.8,5.63
,60.6,50.4,70.7,2.47
,63.4,50.4,76.4,0.01
,65.0,52.6,77.4,0.04
,56.9,46.8,67.0,0.92
,50.8,41.5,60.0,3.32
,50.0,39.7,60.2,1.91
,48.0,41.2,54.8,13.06
,45.0,37.5,52.5,3.69
,43.6,39.0,48.3,11.80
,42.6,38.1,47.1,18.14
,49.8,43.9,55.5,9.90
,55.4,47.5,63.2,7.41
,60.4,50.2,70.7,1.77
,62.9,51.0,74.9,0.01
,62.9,52.4,73.4,1.82
,56.9,45.2,68.5,1.06
,53.6,42.2,65.1,1.20
,48.7,41.0,56.4,6.98
,41.4,38.0,44.9,30.98
,40.4,37.0,43.6,29.97
,40.5,35.5,45.4,10.07
,41.9,36.6,47.2,7.52
,46.9,42.6,51.3,26.54
,54.9,46.5,63.2,3.42
,60.0,48.5,71.5,0.90
,62.1,51.3,73.0,0.94
,60.7,50.0,71.4,0.40
,59.3,49.4,69.1,1.39
,52.0,41.8,62.2,1.43
,45.0,36.4,53.5,3.33
,43.0,35.8,50.1,13.05
,39.1,32.2,46.0,5.57
,41.3,37.5,45.2,27.86
,41.9,38.3,45.4,21.72
,45.0,40.6,49.3,20.21
,53.9,45.5,62.3,3.84
,59.9,47.9,71.8,0.88
,63.1,51.3,74.9,0.22
,60.8,49.1,72.4,0.83
,56.7,45.9,67.5,0.94
,52.3,44.4,60.2,5.38
,46.1,39.0,53.2,10.42
,41.9,36.7,47.1,12.07
,44.9,42.1,47.8,30.48
,40.0,35.0,45.0,6.38
,41.6,36.0,47.3,10.90
,46.9,41.0,52.8,8.24
,56.3,50.3,62.2,3.85
,57.4,49.5,65.3,6.44
,62.8,52.7,72.9,0.68
,59.8,49.0,70.6,0.09
,53.8,44.5,63.0,0.58
,51.8,44.0,59.5,2.59
,44.6,36.6,52.5,7.45
,44.0,37.4,50.6,8.37
,42.4,38.2,46.7,13.87
,39.9,35.5,44.3,16.45
,44.5,39.9,49.1,10.80
,47.7,43.1,52.4,6.13
,51.1,45.8,56.5,13.27
,58.8,50.6,67.1,1.19
,60.2,50.4,69.9,0.35
,61.7,51.0,72.5,0.02
,58.7,50.6,66.7,3.73
,52.2,44.5,59.8,5.27
,46.8,39.0,54.6,6.02
,48.0,41.7,54.2,7.85
,43.7,38.9,48.4,11.34
,45.0,40.6,49.4,11.03
,43.3,39.3,47.3,16.68
,50.5,46.6,54.3,19.89
,50.8,44.0,57.7,9.61
,61.3,50.5,72.0,2.03
,59.3,50.6,68.0,1.97
,62.2,51.3,73.1,0.04
,55.5,45.7,65.3,0.97
,48.4,41.6,55.1,6.01
,45.8,38.4,53.1,4.12
,43.0,38.2,47.8,13.78
,40.0,35.3,44.8,11.59
,42.8,39.2,46.4,14.54
,40.7,34.5,46.9,6.54
,45.5,38.1,52.8,12.15
,52.2,45.3,59.1,4.95
,59.8,50.4,69.2,2.65
,64.5,54.3,74.6,0.69
,61.9,50.7,73.2,0.16
,57.8,48.5,67.0,1.72
,51.2,43.0,59.3,4.00
,48.1,39.8,56.4,2.36
,41.7,34.7,48.7,2.64
,44.5,39.4,49.6,12.70
,38.4,34.0,42.8,4.78
,43.4,39.3,47.4,13.17
,44.6,40.4,48.9,12.66
,53.3,44.9,61.8,5.01
,59.2,50.7,67.7,2.34
,64.2,53.4,75.0,0.31
,61.0,50.4,71.6,0.06
,56.7,48.8,64.5,3.81
,55.8,46.0,65.7,1.88
,49.3,39.7,59.0,2.86
,38.9,35.3,42.6,14.37
,42.4,38.4,46.3,17.84
,41.5,37.6,45.3,4.53
,45.1,42.0,48.2,17.60
,42.8,38.5,47.1,18.14
,53.2,44.5,62.0,4.86
,59.0,48.6,69.4,1.86
,64.0,54.7,73.3,1.27
,65.7,54.4,77.0,0.37
,56.8,46.6,66.9,0.43
,49.3,42.9,55.7,11.82
,43.0,38.0,48.1,12.86
,45.0,39.6,50.3,10.13
,44.5,37.0,51.9,7.92
,44.2,40.3,48.0,20.16
,41.5,37.7,45.2,13.88
,43.7,35.9,51.4,4.30
,55.2,45.7,64.7,0.00
,57.8,49.6,66.1,4.82
,61.4,50.6,72.2,0.22
,63.0,52.6,73.4,0.53
,57.5,46.3,68.7,0.21
,52.3,44.0,60.7,8.17
,48.2,39.5,56.9,5.32
,43.2,35.5,51.0,9.45
,44.5,37.7,51.3,5.16
,40.8,36.2,45.3,18.15
